Transaction ID,Store Name,Customer ID,Customer Age,Product ID,Product Category,Transaction Date,Payment Method,Shipping Address,City,Country,Coupon Used,Quantity Sold,Unit Price,Total Price,Discount Applied,Net Price
99888,Essential Mart,5969,60,133,Electronics,2024-03-29,Credit Card,358 Campbell Cape Suite 068,Lake Jason,Israel,SPRING10,2,102,204,20,184
28360,Urban Goods,8367,65,125,Clothing,2024-04-08,PayPal,2663 Wells Crossroad,Nelsonton,Brazil,None,5,43,215,0,215
95329,Urban Goods,8433,61,159,Books,2024-04-08,Credit Card,3031 Velazquez Field,Thomasshire,Brunei Darussalam,None,3,151,453,0,453
26213,Basic Depot,4423,22,194,Home & Garden,2024-04-18,Credit Card,119 Justin Spurs,New Jordan,Pitcairn Islands,FALL15,1,170,170,26,144
19136,Pure Market,3830,41,169,Electronics,2024-03-27,Credit Card,86695 Sanchez Port,Port Catherineshire,Cook Islands,SUMMER20,3,89,267,53,214
83597,Basic Depot,6255,29,126,Electronics,2024-03-28,Credit Card,91799 Duke Park,Diazland,Cuba,None,1,178,178,0,178
89637,Basic Depot,1122,29,122,Home & Garden,2024-04-01,PayPal,75112 Carlson Garden Suite 574,North Gregoryside,Sao Tome and Principe,None,2,125,250,0,250
51074,Essential Mart,4014,45,186,Electronics,2024-04-25,PayPal,08442 Cameron Street,Scottview,Angola,SUMMER20,3,146,438,88,350
56102,Essential Mart,3177,34,187,Books,2024-04-06,PayPal,9296 Reed Cliffs,Port Edward,Swaziland,None,4,81,324,0,324
92384,Essential Mart,2420,39,145,Clothing,2024-04-17,Credit Card,52822 Moreno Circle Apt. 969,Powersside,China,SUMMER20,2,23,46,9,37
79670,Pure Market,7156,63,111,Clothing,2024-04-04,PayPal,5262 Amanda Rapids Apt. 061,Lake Tracy,Burundi,None,4,111,444,0,444
23078,Basic Depot,3443,25,108,Home & Garden,2024-04-23,PayPal,98744 Jones Causeway Suite 226,Dixonfurt,Sri Lanka,SUMMER20,3,120,360,72,288
87850,Essential Mart,8440,31,104,Electronics,2024-04-13,PayPal,712 Alvarez Lane,Campbellton,Greece,FALL15,5,63,315,47,268
14350,Essential Mart,4150,58,148,Home & Garden,2024-04-01,Credit Card,5705 Parker Trail,Port Matthew,Saint Pierre and Miquelon,None,4,114,456,0,456
53808,Urban Goods,3662,55,137,Home & Garden,2024-04-24,Credit Card,622 John Track Apt. 383,Port Paul,French Guiana,FALL15,5,53,265,40,225
84669,Basic Depot,7331,52,101,Books,2024-03-29,PayPal,3647 Herman Rapid,Stevenland,Malaysia,SUMMER20,1,181,181,36,145
25914,Pure Market,5178,23,172,Home & Garden,2024-04-14,Credit Card,2587 Stephen Mount,Lake Mason,Hungary,SPRING10,4,116,464,46,418
33869,Urban Goods,7955,37,175,Books,2024-04-03,Credit Card,6766 Jessica Hills,East Daniel,Cape Verde,SPRING10,1,136,136,14,122
77924,Pure Market,4932,52,177,Electronics,2024-04-01,Credit Card,157 Bennett Mews Suite 780,Reedburgh,United Kingdom,FALL15,1,90,90,14,76
53270,Essential Mart,4001,25,124,Books,2024-03-30,Credit Card,62160 Tina Squares Apt. 641,Millerhaven,Timor-Leste,None,2,153,306,0,306
99057,Basic Depot,7482,55,199,Electronics,2024-04-07,Credit Card,2324 Christopher River Apt. 004,North Ernestfurt,Tanzania,None,5,77,385,0,385
38750,Urban Goods,1279,39,102,Books,2024-04-14,Credit Card,508 Christopher Field Suite 695,Samanthashire,Pakistan,SUMMER20,2,60,120,24,96
41129,Pure Market,3238,45,109,Books,2024-04-02,PayPal,286 William Hills,Lake Janet,El Salvador,None,4,93,372,0,372
26050,Basic Depot,8464,53,113,Home & Garden,2024-04-11,PayPal,128 Cindy Knolls Suite 012,Port Kimberly,Togo,SUMMER20,5,97,485,97,388
49207,Urban Goods,1057,29,129,Home & Garden,2024-04-18,PayPal,3740 Crystal Glens Apt. 418,Port Elizabethberg,Peru,SUMMER20,2,143,286,57,229
22119,Urban Goods,4616,43,153,Electronics,2024-04-06,PayPal,5119 Lisa Mews,Lake Devinmouth,Swaziland,None,1,176,176,0,176
30498,Pure Market,2237,64,112,Books,2024-04-14,PayPal,13726 Lawson Squares,East Erinmouth,Swaziland,None,4,101,404,0,404
11290,Basic Depot,8345,22,189,Home & Garden,2024-03-29,PayPal,4368 Goodwin Point,Ayershaven,Israel,None,4,196,784,0,784
97003,Basic Depot,1009,61,183,Clothing,2024-04-01,Credit Card,5452 Moore Cliff Suite 913,Juliehaven,Monaco,None,5,37,185,0,185
24585,Basic Depot,7799,36,180,Home & Garden,2024-04-05,Credit Card,339 Deborah Roads,North Brandy,Gibraltar,None,1,108,108,0,108
70092,Urban Goods,1474,57,179,Books,2024-04-23,PayPal,905 Gates Orchard Apt. 223,Brettville,Svalbard & Jan Mayen Islands,SUMMER20,1,164,164,33,131
39486,Pure Market,4472,63,188,Books,2024-04-05,PayPal,100 Doyle Villages,New Danielton,Saint Kitts and Nevis,SPRING10,3,121,363,36,327
92298,Basic Depot,6611,47,114,Home & Garden,2024-04-02,PayPal,133 Hart Field Suite 356,East Kyle,Yemen,None,2,45,90,0,90
73168,Pure Market,1598,27,197,Books,2024-04-15,PayPal,4126 Rodriguez Port,South Lorimouth,Cyprus,None,5,59,295,0,295
71244,Pure Market,6275,27,154,Clothing,2024-04-24,Credit Card,1901 Darin Oval,Lake Walter,Christmas Island,SUMMER20,5,34,170,34,136
72577,Essential Mart,8050,53,145,Electronics,2024-04-07,Credit Card,778 Jon Branch Suite 122,New Robert,Yemen,SUMMER20,4,38,152,30,122
20635,Essential Mart,3469,57,176,Electronics,2024-04-16,Credit Card,525 Oliver Island,Herreraport,Madagascar,SUMMER20,5,197,985,197,788
21634,Essential Mart,6296,36,185,Clothing,2024-04-06,PayPal,87882 Bell Course,Lisafort,Moldova,SPRING10,5,111,555,56,499
39421,Essential Mart,3641,53,112,Electronics,2024-04-18,PayPal,58525 House Mall Apt. 316,Jessebury,United Arab Emirates,FALL15,2,76,152,23,129
83231,Basic Depot,5210,52,111,Books,2024-04-18,PayPal,89442 Lane Causeway Apt. 589,Juanshire,Rwanda,SUMMER20,5,62,310,62,248
65596,Urban Goods,7033,54,159,Electronics,2024-04-12,Credit Card,13485 Stephen Prairie Suite 555,Jonathanborough,Seychelles,None,5,106,530,0,530
16088,Urban Goods,6754,24,133,Books,2024-04-05,Credit Card,667 Shawn Street,New Jasonbury,Brunei Darussalam,SUMMER20,2,100,200,40,160
59599,Urban Goods,4306,23,151,Clothing,2024-04-08,PayPal,59221 Daniel Fort,Port William,Australia,None,1,100,100,0,100
57441,Basic Depot,7449,42,113,Books,2024-04-08,PayPal,34685 Brown Course Suite 992,East Thomas,Saint Pierre and Miquelon,SPRING10,1,53,53,5,48
10183,Pure Market,1598,25,137,Home & Garden,2024-04-22,PayPal,80987 Davis Rue Apt. 735,East Jacqueline,Sudan,None,5,22,110,0,110
93889,Basic Depot,9513,32,153,Electronics,2024-04-13,Credit Card,75526 Debbie Mount Suite 719,Port Nicholashaven,French Southern Territories,FALL15,4,41,164,25,139
98953,Essential Mart,6129,25,120,Electronics,2024-03-29,PayPal,76250 Rachel Land,Lake Maryshire,Palestinian Territory,SUMMER20,4,152,608,122,486
45200,Pure Market,3883,52,179,Clothing,2024-03-29,PayPal,11717 Edwards Extension,Brockton,Tanzania,SUMMER20,4,152,608,122,486
58482,Pure Market,8826,39,126,Electronics,2024-04-03,PayPal,02169 Ashley Brook,North Johntown,Bouvet Island (Bouvetoya),SUMMER20,4,103,412,82,330
26574,Basic Depot,3633,54,196,Home & Garden,2024-04-04,PayPal,73164 Kaitlyn Cape,Kristenbury,Sweden,FALL15,3,101,303,45,258
84452,Urban Goods,3237,57,184,Home & Garden,2024-04-08,PayPal,48777 Walker Summit,South Angelamouth,Pitcairn Islands,SUMMER20,4,155,620,124,496
87435,Basic Depot,3261,38,103,Home & Garden,2024-03-31,Credit Card,3165 Lori Ports,Millerhaven,Congo,SUMMER20,1,110,110,22,88
64507,Essential Mart,8911,46,170,Clothing,2024-04-17,PayPal,85612 Tyler Squares,Leetown,Namibia,SUMMER20,1,59,59,12,47
34185,Urban Goods,9450,28,134,Home & Garden,2024-04-18,Credit Card,709 Tina Vista,Lake Jeffrey,Jamaica,None,4,109,436,0,436
76844,Pure Market,5984,41,124,Clothing,2024-04-03,Credit Card,45984 Melody Unions,South Stevenview,Guinea-Bissau,None,4,96,384,0,384
87070,Essential Mart,4999,42,114,Books,2024-04-15,Credit Card,848 Robert Crescent,Malonemouth,Andorra,None,5,75,375,0,375
42373,Essential Mart,9162,25,164,Electronics,2024-04-16,PayPal,851 James Station Suite 399,South Jamesshire,Congo,None,3,91,273,0,273
78867,Urban Goods,2862,43,148,Books,2024-03-28,Credit Card,7480 Stephen Rapid,Munozhaven,Fiji,None,5,24,120,0,120
93076,Pure Market,8301,38,147,Clothing,2024-04-22,Credit Card,1254 Arnold Wells Apt. 472,Millerborough,Panama,SPRING10,4,119,476,48,428
99013,Pure Market,1333,23,177,Books,2024-04-04,PayPal,818 Oliver Prairie,Williamsberg,Zimbabwe,FALL15,5,172,860,129,731
65158,Essential Mart,1417,50,167,Electronics,2024-04-25,PayPal,1952 Sharon Flats,Jamesmouth,Christmas Island,SPRING10,2,166,332,33,299
38673,Basic Depot,2824,28,100,Books,2024-04-03,PayPal,72076 Martin Mission,Austinville,Oman,None,3,25,75,0,75
85562,Basic Depot,1842,23,118,Home & Garden,2024-04-02,PayPal,057 Blanchard Forks Apt. 447,West Carlosmouth,Marshall Islands,FALL15,4,187,748,112,636
88599,Urban Goods,5790,61,113,Electronics,2024-04-10,Credit Card,5593 Austin Harbors Apt. 581,Lake Latoyastad,Lesotho,FALL15,4,49,196,29,167
91841,Urban Goods,2615,24,188,Clothing,2024-04-04,PayPal,202 Joseph Freeway,Port Debrabury,Bahamas,FALL15,4,81,324,49,275
33946,Pure Market,2477,38,131,Home & Garden,2024-04-23,PayPal,523 Caroline Locks,East Patricia,Montserrat,None,5,24,120,0,120
47406,Essential Mart,1464,30,180,Clothing,2024-03-29,PayPal,849 Simpson Ports,New Timothy,Cayman Islands,SPRING10,4,173,692,69,623
42065,Essential Mart,9229,48,139,Books,2024-04-09,Credit Card,765 Carson Greens Suite 768,Port Mark,Portugal,None,5,94,470,0,470
12826,Basic Depot,4188,25,191,Home & Garden,2024-04-10,Credit Card,65830 Peterson Freeway,Colleenmouth,Bhutan,None,4,37,148,0,148
95145,Urban Goods,6231,31,191,Home & Garden,2024-04-06,Credit Card,213 Mary Brooks Suite 450,South Hayley,Jamaica,SPRING10,1,161,161,16,145
33266,Essential Mart,5714,59,182,Clothing,2024-04-20,PayPal,65143 Mullen Causeway,South Ashleyfort,Ecuador,None,1,122,122,0,122
15253,Essential Mart,2067,52,155,Books,2024-04-10,PayPal,208 Michelle Loop,Jasmineburgh,Japan,None,1,133,133,0,133
51117,Essential Mart,2985,28,138,Home & Garden,2024-04-04,PayPal,65639 Justin Stream Apt. 416,South Crystal,Indonesia,FALL15,2,40,80,12,68
12562,Urban Goods,1271,60,162,Clothing,2024-04-06,PayPal,5707 Walsh Views,Port Catherinetown,Turkmenistan,SPRING10,2,175,350,35,315
67242,Pure Market,3475,58,153,Books,2024-04-03,PayPal,364 Tina Bridge,Carterville,Nauru,SUMMER20,1,122,122,24,98
91915,Basic Depot,8182,24,179,Home & Garden,2024-03-30,PayPal,0584 Todd Groves Suite 783,Jamesside,Gambia,None,1,189,189,0,189
90141,Urban Goods,4253,52,183,Clothing,2024-03-28,Credit Card,15056 Smith Alley,Nathanfort,Bulgaria,SUMMER20,5,186,930,186,744
17845,Essential Mart,6502,38,135,Books,2024-04-15,PayPal,9546 Kimberly Burg Suite 848,Port Curtis,Zimbabwe,SUMMER20,4,29,116,23,93
12026,Pure Market,5708,52,105,Clothing,2024-04-25,PayPal,0697 Amber Place,Spencerfort,Egypt,None,2,70,140,0,140
73633,Essential Mart,1925,40,133,Electronics,2024-04-22,PayPal,79658 Harrison Spring,West Miguel,Switzerland,SPRING10,3,150,450,45,405
94375,Pure Market,9074,43,190,Electronics,2024-04-15,Credit Card,954 Thomas Forges Suite 819,Kathrynbury,American Samoa,FALL15,4,32,128,19,109
55266,Pure Market,7933,25,146,Electronics,2024-04-22,Credit Card,06311 Alex Branch,Lake Angelica,El Salvador,SPRING10,4,46,184,18,166
78558,Essential Mart,9230,65,132,Books,2024-04-01,Credit Card,69392 Weiss Courts Suite 412,Ibarratown,Bouvet Island (Bouvetoya),SPRING10,2,71,142,14,128
54360,Pure Market,8402,43,158,Books,2024-04-01,Credit Card,6721 Brad Radial Suite 143,North Elizabethfurt,Liechtenstein,SUMMER20,1,152,152,30,122
87437,Essential Mart,7352,51,130,Clothing,2024-04-18,Credit Card,5524 Rice Shores Suite 119,West Kendra,Wallis and Futuna,SUMMER20,5,175,875,175,700
18820,Basic Depot,5401,22,102,Books,2024-04-15,Credit Card,73113 Jason Lakes Apt. 632,Saraborough,Brunei Darussalam,None,3,141,423,0,423
75638,Basic Depot,1121,63,181,Home & Garden,2024-04-21,Credit Card,82437 Guerra Avenue Apt. 897,East Geraldshire,Montenegro,FALL15,1,188,188,28,160
43188,Essential Mart,6544,55,119,Home & Garden,2024-04-16,Credit Card,6549 Michelle Plains Suite 377,West Bobby,British Indian Ocean Territory (Chagos Archipelago),FALL15,5,29,145,22,123
89325,Essential Mart,5818,63,165,Electronics,2024-03-28,PayPal,8207 Elizabeth Trail,South Jacob,Mauritius,SPRING10,4,100,400,40,360
97365,Basic Depot,5521,37,101,Electronics,2024-04-12,Credit Card,84094 Olson Neck,Port Derekborough,Solomon Islands,SPRING10,5,63,315,32,283
42021,Pure Market,4472,40,156,Electronics,2024-04-25,PayPal,2895 Williams Glens,Toddmouth,Bulgaria,None,1,54,54,0,54
25163,Essential Mart,3236,41,178,Books,2024-04-13,PayPal,3682 Johnson Forest Suite 763,North Amandaburgh,New Caledonia,SUMMER20,1,48,48,10,38
39681,Urban Goods,5307,40,162,Home & Garden,2024-04-25,PayPal,426 Newton Islands Suite 559,Lake Christinaberg,Holy See (Vatican City State),SUMMER20,5,123,615,123,492
56060,Essential Mart,9240,29,139,Electronics,2024-04-15,Credit Card,850 Wanda Circle,North Joseph,Luxembourg,SPRING10,3,194,582,58,524
46292,Urban Goods,9925,29,110,Books,2024-04-19,PayPal,40621 Amber Terrace,New George,Central African Republic,SUMMER20,2,129,258,52,206
45440,Urban Goods,3976,52,118,Home & Garden,2024-04-23,Credit Card,52130 Christine Inlet Apt. 545,South Toddchester,Anguilla,SUMMER20,3,111,333,67,266
96194,Urban Goods,3677,42,139,Home & Garden,2024-04-14,PayPal,716 Samantha Spring Suite 393,Wilkersonberg,Georgia,SUMMER20,3,55,165,33,132
68299,Basic Depot,3579,37,197,Clothing,2024-04-16,PayPal,253 Kenneth Shores Apt. 808,Crossburgh,Oman,FALL15,1,180,180,27,153
84151,Pure Market,8960,37,119,Home & Garden,2024-04-25,PayPal,08011 Kaitlin Roads,Frederickfort,Oman,SPRING10,1,145,145,14,131
75259,Pure Market,2412,37,194,Clothing,2024-04-21,PayPal,353 Amy Garden,West Danielle,Jordan,None,1,113,113,0,113
53464,Pure Market,7827,42,143,Books,2024-04-09,PayPal,442 Kelsey Center,Waltersfort,Hungary,SPRING10,3,121,363,36,327
52532,Pure Market,9150,24,180,Home & Garden,2024-03-28,PayPal,2303 Audrey Green Suite 262,Christopherberg,Finland,SPRING10,1,52,52,5,47
55502,Essential Mart,9840,56,114,Books,2024-04-10,Credit Card,7911 Diaz Passage,Amyfort,Pitcairn Islands,SUMMER20,1,56,56,11,45
90806,Basic Depot,4292,47,183,Electronics,2024-04-22,Credit Card,44573 Gonzalez Forks,Lake Terri,South Africa,SPRING10,5,101,505,50,455
26552,Basic Depot,9781,60,142,Electronics,2024-04-12,Credit Card,31544 Evans Fords,Gaineshaven,Zambia,SUMMER20,2,197,394,79,315
68270,Urban Goods,5698,65,130,Clothing,2024-04-25,Credit Card,4912 White Fords Apt. 887,Marciamouth,Korea,SUMMER20,3,145,435,87,348
88625,Basic Depot,8783,42,154,Books,2024-04-24,Credit Card,00465 Matthew Rest Apt. 329,Paigeside,Algeria,SUMMER20,3,59,177,35,142
30381,Basic Depot,3519,30,182,Books,2024-04-17,Credit Card,64407 Osborne Mills Apt. 721,New Blakemouth,Colombia,FALL15,3,113,339,51,288
89045,Essential Mart,5446,49,113,Electronics,2024-04-09,Credit Card,59185 Spencer Wall Apt. 640,Michellemouth,Indonesia,FALL15,1,67,67,10,57
78625,Basic Depot,7344,39,154,Books,2024-04-06,PayPal,8335 Fry Circles,Lake William,Bangladesh,FALL15,3,147,441,66,375
15504,Pure Market,5876,38,160,Home & Garden,2024-04-23,Credit Card,9474 Robert Harbors,Port Jasmine,Haiti,None,4,75,300,0,300
99550,Essential Mart,3128,32,171,Electronics,2024-04-20,PayPal,476 Lee Brook Suite 811,East Amy,Ecuador,SPRING10,4,69,276,28,248
98719,Urban Goods,3051,45,168,Electronics,2024-04-12,Credit Card,37543 David Lock,Kathrynside,Greece,None,1,176,176,0,176
75824,Essential Mart,6615,45,157,Electronics,2024-04-07,Credit Card,0681 Solomon Flat Apt. 686,East Melissa,Madagascar,FALL15,4,163,652,98,554
34931,Urban Goods,6051,53,156,Clothing,2024-04-01,PayPal,93237 Keller Mountain,East Michelle,Eritrea,FALL15,1,161,161,24,137
44830,Essential Mart,3403,23,167,Books,2024-03-30,Credit Card,5565 Morales Dam Apt. 734,West John,Colombia,SPRING10,4,70,280,28,252
85266,Essential Mart,2238,58,176,Electronics,2024-03-31,Credit Card,57529 Jason Well,West Jerry,Tokelau,SUMMER20,1,94,94,19,75
17785,Pure Market,2693,35,126,Books,2024-04-16,PayPal,06902 Lynn Points,Carterland,Cocos (Keeling) Islands,SUMMER20,1,135,135,27,108
61924,Urban Goods,9943,54,181,Electronics,2024-03-30,PayPal,80064 Shannon Trafficway Suite 468,Port William,Israel,SUMMER20,5,65,325,65,260
24899,Basic Depot,3480,65,109,Books,2024-03-31,PayPal,94643 Jeffrey Spring Apt. 005,West Jesusstad,Malaysia,SUMMER20,1,159,159,32,127
32010,Pure Market,2086,36,187,Clothing,2024-03-29,PayPal,661 Erik Dale Apt. 068,Davisshire,Mali,None,5,61,305,0,305
18111,Urban Goods,4221,26,149,Clothing,2024-04-21,PayPal,3014 Clark Lane Suite 191,Allenhaven,South Georgia and the South Sandwich Islands,SPRING10,1,134,134,13,121
98289,Essential Mart,6609,26,120,Clothing,2024-04-06,Credit Card,3111 Webb Coves Suite 867,Caldwellbury,Wallis and Futuna,None,1,65,65,0,65
91736,Essential Mart,6921,46,197,Electronics,2024-04-25,PayPal,5767 Dorsey Common,Fergusonburgh,Serbia,SUMMER20,2,165,330,66,264
95673,Urban Goods,3504,56,150,Books,2024-04-16,Credit Card,319 Lester Well,Emilymouth,Slovakia (Slovak Republic),FALL15,5,77,385,58,327
85336,Basic Depot,5029,27,151,Electronics,2024-03-28,PayPal,3586 Jackson Park,Hoview,Congo,FALL15,1,134,134,20,114
86670,Pure Market,4372,53,157,Clothing,2024-04-22,Credit Card,5583 Ryan Gateway Apt. 706,South Johnfort,Andorra,None,1,25,25,0,25
37046,Essential Mart,5524,46,158,Books,2024-03-28,Credit Card,738 Stephen Grove Suite 919,Donnahaven,Greenland,SPRING10,4,127,508,51,457
15274,Pure Market,4795,48,162,Clothing,2024-04-02,Credit Card,8392 Mark Unions,South Christinafurt,Ghana,SUMMER20,5,193,965,193,772
91150,Pure Market,9266,32,106,Home & Garden,2024-04-15,Credit Card,71752 David Park Suite 000,East Kellybury,Western Sahara,FALL15,4,172,688,103,585
41342,Urban Goods,3942,55,129,Electronics,2024-04-01,PayPal,095 Dodson Freeway Suite 980,New Donna,Martinique,SPRING10,3,78,234,23,211
39200,Pure Market,5189,26,152,Electronics,2024-04-24,Credit Card,8325 Bryan Ridge,Ryanhaven,Egypt,None,2,96,192,0,192
70846,Urban Goods,8231,38,173,Books,2024-04-09,Credit Card,40317 Huang Landing Apt. 401,Port Teresaland,Sri Lanka,SPRING10,1,158,158,16,142
10697,Basic Depot,2378,64,142,Books,2024-03-29,PayPal,656 James Loaf Apt. 299,Lake Yvonnebury,Myanmar,FALL15,1,88,88,13,75
80701,Pure Market,1844,28,116,Books,2024-04-08,Credit Card,0225 Wagner Meadow Apt. 418,Michaelhaven,Malta,SPRING10,4,42,168,17,151
82850,Pure Market,5946,60,151,Clothing,2024-04-22,Credit Card,57049 Mcpherson Track Apt. 607,Curtisberg,Nigeria,SPRING10,1,62,62,6,56
71851,Pure Market,5680,49,118,Books,2024-04-18,PayPal,45816 Parrish Cove Suite 678,Lake Ronald,China,SUMMER20,4,96,384,77,307
84439,Urban Goods,3914,51,160,Books,2024-04-21,Credit Card,82405 Ernest Course,Lake Kristine,Gabon,None,2,155,310,0,310
29604,Basic Depot,8456,27,134,Home & Garden,2024-04-07,Credit Card,819 Mills Mill,Port Ashleymouth,Switzerland,SUMMER20,5,100,500,100,400
43618,Pure Market,2996,31,149,Clothing,2024-04-21,PayPal,614 Decker Trace Suite 925,Reynoldshaven,Heard Island and McDonald Islands,SUMMER20,5,140,700,140,560
15659,Basic Depot,8051,56,136,Clothing,2024-03-31,Credit Card,4920 Rodriguez Parkway,West Timothy,Norway,FALL15,3,198,594,89,505
97344,Basic Depot,2111,58,126,Clothing,2024-03-30,PayPal,404 Mack Ways Suite 654,Port Raymond,Slovakia (Slovak Republic),SPRING10,1,103,103,10,93
29033,Essential Mart,5734,47,156,Books,2024-03-31,PayPal,2626 Smith Track,Port Johnhaven,Turkey,SPRING10,3,130,390,39,351
42166,Pure Market,7785,29,186,Clothing,2024-04-25,PayPal,81872 Anne Roads Apt. 771,New Stephanie,Congo,SPRING10,4,83,332,33,299
61818,Essential Mart,5553,46,191,Clothing,2024-04-08,PayPal,151 Shane Forest Apt. 145,North Joshuaside,Guyana,SPRING10,5,173,865,86,779
77738,Urban Goods,8564,52,152,Home & Garden,2024-04-17,PayPal,2118 Coleman Mall Suite 144,Dawnfort,Solomon Islands,SUMMER20,5,159,795,159,636
12320,Urban Goods,6389,34,148,Electronics,2024-04-12,Credit Card,88812 Lara Station Suite 258,Phillipville,Ghana,SUMMER20,5,143,715,143,572
39119,Essential Mart,8137,31,146,Electronics,2024-03-30,PayPal,99463 Linda Wells Apt. 848,Taylorton,American Samoa,SPRING10,5,168,840,84,756
11954,Urban Goods,3139,62,115,Electronics,2024-04-25,PayPal,23945 Johnson Isle Suite 794,West Rhondaton,Oman,SUMMER20,2,34,68,14,54
60216,Urban Goods,8204,54,136,Electronics,2024-04-23,PayPal,67347 Jensen Via Apt. 953,Juliastad,Bahrain,SPRING10,2,123,246,25,221
15393,Pure Market,3929,53,151,Electronics,2024-04-06,PayPal,55093 Matthew Forks Apt. 527,West Jasonmouth,Yemen,SPRING10,5,109,545,54,491
35179,Pure Market,3500,41,183,Home & Garden,2024-04-10,Credit Card,641 Hughes Brooks Apt. 087,Valenciashire,Faroe Islands,SPRING10,2,93,186,19,167
74105,Basic Depot,3248,59,194,Electronics,2024-03-31,PayPal,3774 Craig Lakes Suite 992,Lake Kaylaland,Eritrea,None,1,55,55,0,55
61247,Pure Market,3768,28,164,Books,2024-04-24,PayPal,280 Frazier Knoll,South Reginald,Syrian Arab Republic,SPRING10,4,134,536,54,482
50903,Pure Market,8576,48,199,Home & Garden,2024-04-02,Credit Card,7609 Emily Landing Suite 244,Jacobchester,Algeria,FALL15,2,82,164,25,139
75304,Basic Depot,7040,58,121,Books,2024-04-08,Credit Card,4581 Cody Locks,New Bobbybury,Netherlands,FALL15,5,163,815,122,693
41487,Pure Market,9746,33,180,Clothing,2024-04-01,PayPal,113 Hess Route Suite 045,Cordovamouth,Yemen,None,4,156,624,0,624
39696,Basic Depot,1864,58,159,Books,2024-04-03,PayPal,726 Mclaughlin Mount Suite 156,Wrightfort,Kyrgyz Republic,FALL15,4,47,188,28,160
81195,Essential Mart,1263,53,114,Clothing,2024-03-30,Credit Card,7885 Phillips Flat Apt. 201,Ericborough,Estonia,None,3,104,312,0,312
58940,Urban Goods,2078,39,170,Clothing,2024-04-09,PayPal,58762 Cantu Viaduct,East Theodorebury,Cambodia,FALL15,4,96,384,58,326
20480,Pure Market,9970,23,178,Home & Garden,2024-04-23,Credit Card,99367 Bryan Corner,Sandraberg,Trinidad and Tobago,FALL15,5,80,400,60,340
29743,Basic Depot,7139,37,154,Clothing,2024-04-13,Credit Card,02299 Griffin Cliffs Apt. 773,Brandonshire,Cayman Islands,SPRING10,1,78,78,8,70
33744,Essential Mart,9774,28,181,Clothing,2024-04-05,Credit Card,1511 Tyler Fork Suite 800,West Gregorychester,Mauritania,None,1,99,99,0,99
81321,Urban Goods,2693,34,167,Clothing,2024-04-21,Credit Card,5826 Samantha Plaza,Mitchellville,Falkland Islands (Malvinas),FALL15,3,45,135,20,115
10554,Essential Mart,2281,51,135,Home & Garden,2024-04-08,PayPal,229 Stephanie Cape Suite 329,Margaretmouth,Liechtenstein,SPRING10,1,57,57,6,51
18576,Urban Goods,2141,29,138,Electronics,2024-04-17,Credit Card,892 Rachael Vista,West Michael,Turks and Caicos Islands,None,4,24,96,0,96
92866,Basic Depot,2443,23,150,Home & Garden,2024-04-20,PayPal,818 Elizabeth Brook Suite 522,Leachstad,Lao People's Democratic Republic,SUMMER20,5,31,155,31,124
45987,Urban Goods,3740,62,185,Home & Garden,2024-03-28,Credit Card,9809 Mitchell Corners Apt. 631,Baldwinview,Papua New Guinea,FALL15,3,123,369,55,314
25925,Basic Depot,2051,22,198,Home & Garden,2024-04-02,Credit Card,5028 Barrett Walks Suite 664,East Andrew,Palestinian Territory,SPRING10,2,192,384,38,346
73089,Basic Depot,6375,55,116,Books,2024-03-28,Credit Card,062 Paul Roads Suite 300,Mccarthyside,Central African Republic,SUMMER20,1,39,39,8,31
31617,Pure Market,7151,57,108,Clothing,2024-04-19,Credit Card,951 Rhodes Rapid,Dylanburgh,Nepal,FALL15,4,178,712,107,605
30278,Basic Depot,5945,31,144,Electronics,2024-04-06,Credit Card,5145 Allen Walk Apt. 830,Port David,Western Sahara,SUMMER20,1,34,34,7,27
57425,Essential Mart,8769,30,129,Home & Garden,2024-04-07,Credit Card,79568 Luis Island,West Cindyview,Madagascar,None,4,58,232,0,232
14432,Basic Depot,2606,58,153,Home & Garden,2024-04-02,Credit Card,578 Rodriguez Cape,North Keithview,Guadeloupe,SUMMER20,1,37,37,7,30
86650,Basic Depot,1982,42,117,Books,2024-04-04,Credit Card,7079 Gill Pine Suite 088,Graymouth,Bulgaria,None,1,193,193,0,193
19507,Essential Mart,4005,37,199,Books,2024-04-15,Credit Card,882 Samantha Plaza,New David,Ecuador,SPRING10,2,62,124,12,112
91010,Pure Market,9906,64,151,Books,2024-04-19,PayPal,118 Cindy Ford Suite 677,South Anthonyshire,Micronesia,SUMMER20,2,77,154,31,123
54134,Basic Depot,9379,65,147,Home & Garden,2024-04-25,Credit Card,121 Hernandez Forges Apt. 930,South Jeff,Isle of Man,None,1,158,158,0,158
36620,Essential Mart,4355,25,114,Electronics,2024-04-24,PayPal,5193 Amanda Field,Port Davidmouth,Kazakhstan,None,2,85,170,0,170
74570,Essential Mart,7616,44,187,Clothing,2024-04-04,PayPal,8391 Jeffrey Circles,Jonathanbury,Austria,SPRING10,1,79,79,8,71
95076,Pure Market,8474,49,141,Books,2024-04-25,PayPal,702 Aaron Rest Apt. 927,Nashville,Palestinian Territory,None,4,84,336,0,336
26295,Basic Depot,7373,41,132,Books,2024-04-05,Credit Card,6568 Melissa Keys Suite 855,Gomezfurt,Bhutan,None,1,45,45,0,45
